,zip,primary_city,state,county,latitude,longitude
31950,72921,Alma,AR,Crawford County,35.48,-94.22
31951,72923,Barling,AR,Sebastian County,35.32,-94.3
31952,72926,Boles,AR,Scott County,34.71,-94.02
31953,72927,Booneville,AR,Logan County,35.13,-93.91
31954,72928,Branch,AR,Franklin County,35.3,-93.95
31955,72930,Cecil,AR,Franklin County,35.43,-93.95
31956,72932,Cedarville,AR,Crawford County,35.57,-94.37
31957,72933,Charleston,AR,Franklin County,35.29,-94.04
31958,72934,Chester,AR,Crawford County,35.67,-94.17
31959,72935,Dyer,AR,Crawford County,35.49,-94.13
31960,72936,Greenwood,AR,Sebastian County,35.21,-94.23
31961,72937,Hackett,AR,Sebastian County,35.18,-94.41
31962,72938,Hartford,AR,Sebastian County,35.02,-94.37
31963,72940,Huntington,AR,Sebastian County,35.08,-94.26
31964,72941,Lavaca,AR,Sebastian County,35.33,-94.18
31965,72943,Magazine,AR,Logan County,35.15,-93.8
31966,72944,Mansfield,AR,Sebastian County,35.05,-94.24
31967,72945,Midland,AR,Sebastian County,35.09,-94.35
31968,72946,Mountainburg,AR,Crawford County,35.63,-94.16
31969,72947,Mulberry,AR,Crawford County,35.5,-94.07
31970,72948,Natural Dam,AR,Crawford County,35.65,-94.4
31971,72949,Ozark,AR,Franklin County,35.49,-93.84
31972,72950,Parks,AR,Scott County,34.79,-93.87
31973,72951,Ratcliff,AR,Logan County,35.3,-93.88
31974,72952,Rudy,AR,Crawford County,35.52,-94.27
31975,72955,Uniontown,AR,Crawford County,35.61,-94.44
31976,72956,Van Buren,AR,Crawford County,35.44,-94.35
31977,72957,Van Buren,AR,Crawford County,35.44,-94.35
31978,72958,Waldron,AR,Scott County,34.89,-94.09
31979,72959,Winslow,AR,Washington County,35.8,-94.13
31980,73001,Albert,OK,Caddo County,35.23,-98.4
31981,73002,Alex,OK,Grady County,34.92,-97.77
31982,73003,Edmond,OK,Oklahoma County,35.67,-97.5
31983,73004,Amber,OK,Grady County,35.16,-97.88
31984,73005,Anadarko,OK,Caddo County,35.06,-98.24
31985,73006,Apache,OK,Caddo County,34.89,-98.35
31986,73007,Arcadia,OK,Oklahoma County,35.66,-97.32
31987,73008,Bethany,OK,Oklahoma County,35.5,-97.64
31988,73009,Binger,OK,Caddo County,35.3,-98.34
31989,73010,Blanchard,OK,McClain County,35.14,-97.65
31990,73011,Bradley,OK,Grady County,34.87,-97.7
31991,73012,Edmond,OK,Oklahoma County,35.65,-97.52
31992,73013,Edmond,OK,Oklahoma County,35.62,-97.48
31993,73014,Calumet,OK,Canadian County,35.6,-98.12
31994,73015,Carnegie,OK,Caddo County,35.1,-98.59
31995,73016,Cashion,OK,Logan County,35.8,-97.67
31996,73017,Cement,OK,Caddo County,34.93,-98.13
31997,73018,Chickasha,OK,Grady County,35.04,-97.95
31998,73019,Norman,OK,Cleveland County,35.21,-97.44
31999,73020,Choctaw,OK,Oklahoma County,35.48,-97.26
32000,73021,Colony,OK,Washita County,35.34,-98.67
32001,73022,Concho,OK,Canadian County,35.62,-98.0
32002,73023,Chickasha,OK,Grady County,35.04,-97.95
32003,73024,Corn,OK,Washita County,35.37,-98.78
32004,73025,Edmond,OK,Oklahoma County,35.73,-97.58
32005,73026,Norman,OK,Cleveland County,35.22,-97.34
32006,73027,Coyle,OK,Payne County,35.95,-97.23
32007,73028,Crescent,OK,Logan County,35.94,-97.58
32008,73029,Cyril,OK,Caddo County,34.89,-98.2
32009,73030,Davis,OK,Murray County,34.48,-97.13
32010,73031,Dibble,OK,McClain County,35.03,-97.62
32011,73032,Dougherty,OK,Murray County,34.39,-97.05
32012,73033,Eakly,OK,Caddo County,35.3,-98.55
32013,73034,Edmond,OK,Oklahoma County,35.67,-97.41
32014,73036,El Reno,OK,Canadian County,35.54,-97.96
32015,73038,Fort Cobb,OK,Caddo County,35.1,-98.44
32016,73039,Davis,OK,Murray County,34.62,-97.48
32017,73040,Geary,OK,Blaine County,35.62,-98.31
32018,73041,Gotebo,OK,Kiowa County,35.07,-98.87
32019,73042,Gracemont,OK,Caddo County,35.18,-98.25
32020,73043,Greenfield,OK,Blaine County,35.72,-98.37
32021,73044,Guthrie,OK,Logan County,35.84,-97.42
32022,73045,Harrah,OK,Oklahoma County,35.48,-97.18
32023,73047,Hinton,OK,,35.49,-98.35
32024,73048,Hydro,OK,Caddo County,35.54,-98.57
32025,73049,Jones,OK,Oklahoma County,35.56,-97.29
32026,73050,Langston,OK,Logan County,35.94,-97.26
32027,73051,Lexington,OK,Cleveland County,35.01,-97.33
32028,73052,Lindsay,OK,Garvin County,34.83,-97.6
32029,73053,Lookeba,OK,Caddo County,35.36,-98.36
32030,73054,Luther,OK,Oklahoma County,35.66,-97.18
32031,73055,Marlow,OK,Stephens County,34.63,-97.96
32032,73056,Marshall,OK,Logan County,36.15,-97.62
32033,73057,Maysville,OK,Garvin County,34.81,-97.41
32034,73058,Meridian,OK,Logan County,35.82,-97.22
32035,73059,Minco,OK,Grady County,35.31,-97.95
32036,73061,Morrison,OK,Noble County,36.29,-97.01
32037,73062,Mountain View,OK,Kiowa County,35.09,-98.75
32038,73063,Mulhall,OK,Logan County,36.06,-97.4
32039,73064,Mustang,OK,Canadian County,35.39,-97.72
32040,73065,Newcastle,OK,McClain County,35.24,-97.59
32041,73066,Nicoma Park,OK,Oklahoma County,35.5,-97.33
32042,73067,Ninnekah,OK,Grady County,34.95,-97.92
32043,73068,Noble,OK,Cleveland County,35.14,-97.37
32044,73069,Norman,OK,Cleveland County,35.25,-97.46
32045,73070,Norman,OK,Cleveland County,35.22,-97.34
32046,73071,Norman,OK,Cleveland County,35.24,-97.41
32047,73072,Norman,OK,Cleveland County,35.21,-97.5
32048,73073,Orlando,OK,Logan County,36.14,-97.37
32049,73074,Paoli,OK,Garvin County,34.82,-97.26
32050,73075,Pauls Valley,OK,Garvin County,34.72,-97.22
32051,73077,Perry,OK,Noble County,36.28,-97.3
32052,73078,Piedmont,OK,Canadian County,35.67,-97.75
32053,73079,Pocasset,OK,Grady County,35.2,-97.93
32054,73080,Purcell,OK,McClain County,35.01,-97.37
32055,73082,Rush Springs,OK,Grady County,34.77,-97.95
32056,73083,Edmond,OK,Oklahoma County,35.67,-97.41
32057,73084,Spencer,OK,Oklahoma County,35.53,-97.34
32058,73085,Yukon,OK,Canadian County,35.51,-97.76
32059,73086,Sulphur,OK,Murray County,34.5,-96.97
32060,73089,Tuttle,OK,Grady County,35.29,-97.75
32061,73090,Union City,OK,Canadian County,35.4,-97.95
32062,73092,Verden,OK,Grady County,35.08,-98.08
32063,73093,Washington,OK,McClain County,35.11,-97.49
32065,73095,Wayne,OK,McClain County,34.91,-97.31
32066,73096,Weatherford,OK,Custer County,35.53,-98.68
32067,73097,Wheatland,OK,Oklahoma County,35.4,-97.64
32068,73098,Wynnewood,OK,Garvin County,34.64,-97.16
32069,73099,Yukon,OK,Canadian County,35.51,-97.76
32070,73101,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32071,73102,Oklahoma City,OK,Oklahoma County,35.47,-97.52
32072,73103,Oklahoma City,OK,Oklahoma County,35.49,-97.52
32073,73104,Oklahoma City,OK,Oklahoma County,35.48,-97.5
32074,73105,Oklahoma City,OK,Oklahoma County,35.52,-97.5
32075,73106,Oklahoma City,OK,Oklahoma County,35.48,-97.54
32076,73107,Oklahoma City,OK,Oklahoma County,35.48,-97.58
32077,73108,Oklahoma City,OK,Oklahoma County,35.45,-97.57
32078,73109,Oklahoma City,OK,Oklahoma County,35.43,-97.52
32079,73110,Oklahoma City,OK,Oklahoma County,35.46,-97.4
32080,73111,Oklahoma City,OK,Oklahoma County,35.52,-97.48
32081,73112,Oklahoma City,OK,Oklahoma County,35.52,-97.58
32082,73113,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32083,73114,Oklahoma City,OK,Oklahoma County,35.58,-97.52
32084,73115,Oklahoma City,OK,Oklahoma County,35.44,-97.44
32085,73116,Oklahoma City,OK,Oklahoma County,35.55,-97.56
32086,73117,Oklahoma City,OK,Oklahoma County,35.47,-97.46
32087,73118,Oklahoma City,OK,Oklahoma County,35.52,-97.53
32088,73119,Oklahoma City,OK,Oklahoma County,35.42,-97.57
32089,73120,Oklahoma City,OK,Oklahoma County,35.58,-97.57
32090,73121,Oklahoma City,OK,Oklahoma County,35.52,-97.44
32091,73122,Oklahoma City,OK,Oklahoma County,35.52,-97.61
32092,73123,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32093,73124,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32094,73125,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32095,73126,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32096,73127,Oklahoma City,OK,Oklahoma County,35.48,-97.65
32097,73128,Oklahoma City,OK,Canadian County,35.46,-97.66
32098,73129,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32099,73130,Oklahoma City,OK,Oklahoma County,35.46,-97.35
32100,73131,Oklahoma City,OK,Oklahoma County,35.58,-97.47
32101,73132,Oklahoma City,OK,Oklahoma County,35.55,-97.64
32102,73134,Oklahoma City,OK,Oklahoma County,35.61,-97.57
32103,73135,Oklahoma City,OK,Oklahoma County,35.4,-97.43
32104,73136,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32105,73137,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32106,73139,Oklahoma City,OK,Oklahoma County,35.39,-97.53
32107,73140,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32108,73141,Oklahoma City,OK,Oklahoma County,35.52,-97.4
32109,73142,Oklahoma City,OK,Oklahoma County,35.62,-97.65
32110,73143,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32111,73144,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32112,73145,Oklahoma City,OK,Oklahoma County,35.42,-97.39
32113,73146,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32114,73147,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32115,73148,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32116,73149,Oklahoma City,OK,Oklahoma County,35.39,-97.49
32117,73150,Oklahoma City,OK,Oklahoma County,35.4,-97.33
32118,73151,Oklahoma City,OK,Oklahoma County,35.57,-97.42
32119,73152,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32120,73153,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32121,73154,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32122,73155,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32123,73156,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32124,73157,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32125,73159,Oklahoma City,OK,Oklahoma County,35.39,-97.58
32126,73160,Oklahoma City,OK,Cleveland County,35.33,-97.48
32127,73162,Oklahoma City,OK,Oklahoma County,35.58,-97.64
32128,73163,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32129,73164,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32130,73165,Oklahoma City,OK,Cleveland County,35.36,-97.37
32131,73167,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32132,73169,Oklahoma City,OK,Oklahoma County,35.38,-97.64
32133,73170,Oklahoma City,OK,Cleveland County,35.33,-97.55
32134,73172,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32135,73173,Oklahoma City,OK,Cleveland County,35.35,-97.62
32136,73178,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32137,73179,Oklahoma City,OK,Oklahoma County,35.43,-97.64
32138,73184,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32140,73189,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32141,73190,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32143,73194,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32144,73195,Oklahoma City,OK,Oklahoma County,35.4,-97.59
32145,73196,Oklahoma City,OK,Oklahoma County,35.46,-97.51
32149,73301,Austin,TX,Travis County,30.26,-97.74
32150,73344,Austin,TX,Travis County,30.26,-97.74
32151,73401,Ardmore,OK,Carter County,34.19,-97.11
32152,73402,Ardmore,OK,Carter County,34.19,-97.11
32153,73403,Ardmore,OK,Carter County,34.19,-97.11
32154,73425,Countyline,OK,Stephens County,34.46,-97.56
32155,73430,Burneyville,OK,Love County,33.9,-97.28
32156,73432,Coleman,OK,Johnston County,34.27,-96.42
32157,73433,Elmore City,OK,Garvin County,34.62,-97.39
32158,73434,Foster,OK,Garvin County,34.62,-97.58
32159,73435,Fox,OK,Carter County,34.35,-97.48
32160,73436,Gene Autry,OK,Carter County,34.28,-97.03
32161,73437,Graham,OK,Carter County,34.37,-97.41
32162,73438,Healdton,OK,Carter County,34.23,-97.48
32163,73439,Kingston,OK,Marshall County,34.0,-96.72
32164,73440,Lebanon,OK,Marshall County,33.98,-96.91
32165,73441,Leon,OK,Love County,33.9,-97.43
32166,73442,Loco,OK,Stephens County,34.32,-97.68
32167,73443,Lone Grove,OK,Carter County,34.18,-97.27
32168,73444,Hennepin,OK,Garvin County,34.5,-97.35
32169,73446,Madill,OK,Marshall County,34.09,-96.77
32170,73447,Mannsville,OK,Johnston County,34.18,-96.88
32171,73448,Marietta,OK,Love County,33.93,-97.12
32172,73449,Mead,OK,Bryan County,34.0,-96.51
32173,73450,Milburn,OK,Johnston County,34.24,-96.55
32175,73453,Overbrook,OK,Love County,34.07,-97.15
32177,73455,Ravia,OK,Johnston County,34.24,-96.75
32178,73456,Ringling,OK,Jefferson County,34.17,-97.59
32179,73458,Springer,OK,Carter County,34.36,-97.25
32180,73459,Thackerville,OK,Love County,33.79,-97.14
32181,73460,Tishomingo,OK,Johnston County,34.23,-96.67
32182,73461,Wapanucka,OK,Johnston County,34.37,-96.42
32183,73463,Wilson,OK,Carter County,34.15,-97.43
32184,73481,Ratliff City,OK,Carter County,34.44,-97.51
32185,73487,Tatums,OK,Carter County,34.47,-97.46
32186,73488,Tussy,OK,Carter County,34.5,-97.54
32187,73491,Velma,OK,Stephens County,34.45,-97.66
32188,73501,Lawton,OK,Comanche County,34.56,-98.29
32189,73502,Lawton,OK,Comanche County,34.6,-98.42
32190,73503,Fort Sill,OK,Comanche County,34.65,-98.4
32191,73505,Lawton,OK,Comanche County,34.6,-98.42
32192,73506,Lawton,OK,Comanche County,34.6,-98.42
32193,73507,Lawton,OK,Comanche County,34.8,-98.63
32194,73520,Addington,OK,Jefferson County,34.26,-97.99
32195,73521,Altus,OK,Jackson County,34.64,-99.31
32196,73522,Altus,OK,Jackson County,34.64,-99.31
32197,73523,Altus AFB,OK,Jackson County,34.65,-99.28
32198,73526,Blair,OK,Jackson County,34.77,-99.33
32199,73527,Cache,OK,Comanche County,34.62,-98.61
32200,73528,Chattanooga,OK,Tillman County,34.42,-98.65
32201,73529,Comanche,OK,Stephens County,34.36,-97.96
32202,73530,Davidson,OK,Tillman County,34.24,-99.07
32203,73531,Devol,OK,Cotton County,34.19,-98.58
32204,73532,Duke,OK,Jackson County,34.67,-99.58
32205,73533,Duncan,OK,Stephens County,34.52,-97.96
32206,73534,Duncan,OK,Stephens County,34.52,-97.96
32207,73536,Duncan,OK,Stephens County,34.52,-97.96
32208,73537,Eldorado,OK,Jackson County,34.47,-99.65
32209,73538,Elgin,OK,Comanche County,34.78,-98.29
32210,73539,Elmer,OK,Jackson County,34.48,-99.35
32211,73540,Faxon,OK,Comanche County,34.46,-98.57
32212,73541,Fletcher,OK,Comanche County,34.82,-98.24
32213,73542,Frederick,OK,Tillman County,34.38,-99.01
32214,73543,Geronimo,OK,Comanche County,34.48,-98.38
32215,73544,Gould,OK,Harmon County,34.66,-99.77
32216,73546,Grandfield,OK,Tillman County,34.23,-98.68
32217,73547,Granite,OK,Greer County,34.96,-99.37
32218,73548,Hastings,OK,Jefferson County,34.22,-98.1
32219,73549,Headrick,OK,Jackson County,34.62,-99.13
32220,73550,Hollis,OK,Harmon County,34.68,-99.91
32221,73551,Hollister,OK,Tillman County,34.34,-98.87
32222,73552,Indiahoma,OK,Comanche County,34.62,-98.75
32223,73553,Loveland,OK,Tillman County,34.33,-98.72
32224,73554,Mangum,OK,Greer County,34.87,-99.5
32225,73555,Manitou,OK,Tillman County,34.5,-98.98
32226,73556,Martha,OK,Jackson County,34.73,-99.38
32227,73557,Medicine Park,OK,Comanche County,34.73,-98.49
32228,73558,Meers,OK,Comanche County,34.78,-98.57
32229,73559,Mountain Park,OK,Kiowa County,34.69,-98.95
32230,73560,Olustee,OK,Jackson County,34.54,-99.42
32231,73561,Oscar,OK,Jefferson County,33.98,-97.75
32232,73562,Randlett,OK,Cotton County,34.17,-98.46
32233,73564,Roosevelt,OK,Kiowa County,34.84,-99.02
32234,73565,Ryan,OK,Jefferson County,34.02,-97.95
32235,73566,Snyder,OK,Kiowa County,34.65,-98.95
32236,73567,Sterling,OK,Comanche County,34.74,-98.17
32237,73568,Temple,OK,Cotton County,34.27,-98.23
32238,73569,Terral,OK,Jefferson County,33.89,-97.93
32239,73570,Tipton,OK,Tillman County,34.5,-99.13
32240,73571,Vinson,OK,Harmon County,34.9,-99.87
32241,73572,Walters,OK,Cotton County,34.35,-98.3
32242,73573,Waurika,OK,Jefferson County,34.18,-98.02
32243,73601,Clinton,OK,Custer County,35.5,-98.97
32244,73620,Arapaho,OK,Custer County,35.57,-98.95
32245,73622,Bessie,OK,Washita County,35.38,-98.98
32246,73624,Burns Flat,OK,Washita County,35.35,-99.17
32247,73625,Butler,OK,Custer County,35.63,-99.18
32248,73626,Canute,OK,Washita County,35.42,-99.27
32249,73627,Carter,OK,Beckham County,35.21,-99.5
32250,73628,Cheyenne,OK,Roger Mills County,35.61,-99.67
32251,73632,Cordell,OK,Washita County,35.3,-98.98
32252,73638,Crawford,OK,Roger Mills County,35.83,-99.8
32253,73639,Custer City,OK,Custer County,35.66,-98.88
32254,73641,Dill City,OK,Washita County,35.28,-99.13
32255,73642,Durham,OK,Roger Mills County,35.83,-99.92
32256,73644,Elk City,OK,Beckham County,35.4,-99.41
32257,73645,Erick,OK,Beckham County,35.21,-99.86
32258,73646,Fay,OK,Dewey County,35.82,-98.65
32259,73647,Foss,OK,Washita County,35.45,-99.17
32260,73648,Elk City,OK,Beckham County,35.4,-99.41
32261,73650,Hammon,OK,Roger Mills County,35.63,-99.38
32262,73651,Hobart,OK,Kiowa County,35.02,-99.09
32263,73654,Leedey,OK,Dewey County,35.86,-99.34
32264,73655,Lone Wolf,OK,Kiowa County,34.99,-99.24
32265,73658,Oakwood,OK,Dewey County,35.93,-98.7
32266,73659,Putnam,OK,Dewey County,35.86,-98.92
32267,73660,Reydon,OK,Roger Mills County,35.65,-99.92
32268,73661,Rocky,OK,Washita County,35.15,-99.05
32269,73662,Sayre,OK,Beckham County,35.29,-99.63
32270,73663,Seiling,OK,Major County,36.14,-98.92
32271,73664,Sentinel,OK,Washita County,35.15,-99.17
32272,73666,Sweetwater,OK,Roger Mills County,35.47,-99.92
32273,73667,Taloga,OK,Dewey County,36.04,-98.96
32274,73668,Texola,OK,Beckham County,35.21,-99.98
32275,73669,Thomas,OK,Custer County,35.74,-98.74
32276,73673,Willow,OK,Greer County,35.05,-99.5
32277,73701,Enid,OK,Garfield County,36.4,-97.86
32278,73702,Enid,OK,Garfield County,36.4,-97.86
32279,73703,Enid,OK,Garfield County,36.43,-97.97
32280,73705,Enid,OK,Garfield County,36.34,-97.9
32281,73706,Enid,OK,Garfield County,36.4,-97.86
32282,73716,Aline,OK,Alfalfa County,36.5,-98.44
32283,73717,Alva,OK,Woods County,36.8,-98.66
32284,73718,Ames,OK,Major County,36.24,-98.18
32285,73719,Amorita,OK,Alfalfa County,36.92,-98.29
32286,73720,Bison,OK,Garfield County,36.2,-97.88
32287,73722,Burlington,OK,Alfalfa County,36.9,-98.42
32288,73724,Canton,OK,Blaine County,36.05,-98.58
32289,73726,Carmen,OK,Alfalfa County,36.57,-98.45
32290,73727,Carrier,OK,Garfield County,36.47,-98.01
32291,73728,Cherokee,OK,Alfalfa County,36.75,-98.35
32292,73729,Cleo Springs,OK,Major County,36.4,-98.43
32293,73730,Covington,OK,Garfield County,36.3,-97.58
32294,73731,Dacoma,OK,Woods County,36.66,-98.56
32295,73733,Douglas,OK,Garfield County,36.26,-97.66
32296,73734,Dover,OK,Kingfisher County,35.98,-97.91
32297,73735,Drummond,OK,Garfield County,36.3,-98.03
32298,73736,Fairmont,OK,Garfield County,36.35,-97.7
32299,73737,Fairview,OK,Major County,36.26,-98.47
32300,73738,Garber,OK,Garfield County,36.43,-97.58
32301,73739,Goltry,OK,Alfalfa County,36.53,-98.15
32302,73741,Helena,OK,Alfalfa County,36.54,-98.27
32303,73742,Hennessey,OK,Kingfisher County,36.1,-97.89
32304,73743,Hillsdale,OK,Garfield County,36.56,-97.99
32305,73744,Hitchcock,OK,Blaine County,35.96,-98.34
32306,73746,Hopeton,OK,Woods County,36.69,-98.66
32307,73747,Isabella,OK,Major County,36.23,-98.33
32308,73749,Jet,OK,Alfalfa County,36.66,-98.18
32309,73750,Kingfisher,OK,Kingfisher County,35.84,-97.93
32310,73753,Kremlin,OK,Garfield County,36.54,-97.83
32311,73754,Lahoma,OK,Garfield County,36.38,-98.09
32312,73755,Longdale,OK,Major County,36.13,-98.55
32313,73756,Loyal,OK,Kingfisher County,35.97,-98.11
32314,73757,Lucien,OK,Noble County,36.28,-97.45
32315,73758,Manchester,OK,Grant County,36.99,-98.03
32316,73759,Medford,OK,Grant County,36.8,-97.73
32317,73760,Meno,OK,Major County,36.38,-98.17
32318,73761,Nash,OK,Grant County,36.66,-98.05
32319,73762,Okarche,OK,Kingfisher County,35.72,-97.97
32320,73763,Okeene,OK,Major County,36.11,-98.31
32321,73764,Omega,OK,Kingfisher County,35.86,-98.19
32322,73766,Pond Creek,OK,Grant County,36.66,-97.8
32323,73768,Ringwood,OK,Major County,36.38,-98.24
32324,73770,Southard,OK,Blaine County,36.03,-98.47
32325,73771,Wakita,OK,Grant County,36.88,-97.92
32326,73772,Watonga,OK,Blaine County,35.84,-98.41
32327,73773,Waukomis,OK,Garfield County,36.28,-97.9
32328,73801,Woodward,OK,Woodward County,36.42,-99.4
32329,73802,Woodward,OK,Woodward County,36.42,-99.4
32330,73832,Arnett,OK,Ellis County,36.13,-99.77
32331,73834,Buffalo,OK,Harper County,36.83,-99.62
32332,73835,Camargo,OK,Dewey County,36.01,-99.28
32333,73838,Chester,OK,Major County,36.22,-98.92
32334,73840,Fargo,OK,Ellis County,36.37,-99.62
32335,73841,Fort Supply,OK,Woodward County,36.57,-99.57
32336,73842,Freedom,OK,Woods County,36.76,-99.11
32337,73843,Gage,OK,Ellis County,36.31,-99.75
32338,73844,Gate,OK,Beaver County,36.85,-100.05
32339,73848,Laverne,OK,Harper County,36.7,-99.89
32340,73851,May,OK,Harper County,36.61,-99.74
32341,73852,Mooreland,OK,Woodward County,36.43,-99.2
32342,73853,Mutual,OK,Woodward County,36.22,-99.16
32343,73855,Rosston,OK,Harper County,36.92,-99.87
32344,73857,Sharon,OK,Woodward County,36.27,-99.33
32345,73858,Shattuck,OK,Ellis County,36.27,-99.87
32346,73859,Vici,OK,Woodward County,36.14,-99.29
32347,73860,Waynoka,OK,Woods County,36.58,-98.87
32348,73901,Adams,OK,Texas County,36.74,-101.02
32349,73931,Balko,OK,Beaver County,36.63,-100.68
32350,73932,Beaver,OK,Beaver County,36.81,-100.52
32351,73933,Boise City,OK,Cimarron County,36.73,-102.51
32352,73937,Felt,OK,Cimarron County,36.57,-102.78
32353,73938,Forgan,OK,Beaver County,36.9,-100.53
32354,73939,Goodwell,OK,Texas County,36.59,-101.63
32355,73942,Guymon,OK,Texas County,36.68,-101.48
32356,73944,Hardesty,OK,Texas County,36.61,-101.19
32357,73945,Hooker,OK,Texas County,36.85,-101.21
32358,73946,Kenton,OK,Cimarron County,36.94,-102.8
32359,73947,Keyes,OK,Cimarron County,36.8,-102.25
32360,73949,Texhoma,OK,Texas County,36.5,-101.78
32361,73950,Turpin,OK,Beaver County,36.87,-100.88
32362,73951,Tyrone,OK,Texas County,36.95,-101.06
32363,73960,Texhoma,TX,Sherman County,36.49,-101.78
32364,74001,Avant,OK,Osage County,36.49,-96.08
32365,74002,Barnsdall,OK,Osage County,36.56,-96.16
32366,74003,Bartlesville,OK,Osage County,36.73,-96.07
32367,74004,Bartlesville,OK,Washington County,36.73,-95.94
32368,74005,Bartlesville,OK,Washington County,36.73,-95.94
32369,74006,Bartlesville,OK,Washington County,36.73,-95.94
32370,74008,Bixby,OK,Tulsa County,35.94,-95.87
32371,74010,Bristow,OK,Creek County,35.83,-96.39
32372,74011,Broken Arrow,OK,Tulsa County,35.98,-95.81
32373,74012,Broken Arrow,OK,Tulsa County,36.03,-95.78
32374,74013,Broken Arrow,OK,Wagoner County,36.03,-95.78
32375,74014,Broken Arrow,OK,Wagoner County,36.06,-95.68
32376,74015,Catoosa,OK,Rogers County,36.18,-95.76
32377,74016,Chelsea,OK,Rogers County,36.53,-95.43
32378,74017,Claremore,OK,Rogers County,36.31,-95.61
32379,74018,Claremore,OK,Rogers County,36.31,-95.61
32380,74019,Claremore,OK,Rogers County,36.28,-95.49
32381,74020,Cleveland,OK,Pawnee County,36.29,-96.46
32382,74021,Collinsville,OK,Tulsa County,36.37,-95.85
32383,74022,Copan,OK,Washington County,36.89,-95.92
32384,74023,Cushing,OK,Payne County,35.97,-96.76
32385,74026,Davenport,OK,Lincoln County,35.7,-96.76
32386,74027,Delaware,OK,Nowata County,36.77,-95.64
32387,74028,Depew,OK,Creek County,35.8,-96.5
32388,74029,Dewey,OK,Washington County,36.82,-95.89
32389,74030,Drumright,OK,Creek County,35.99,-96.59
32390,74031,Foyil,OK,Rogers County,36.43,-95.52
32391,74032,Glencoe,OK,Payne County,36.22,-96.92
32392,74033,Glenpool,OK,Tulsa County,35.95,-96.0
32393,74034,Hallett,OK,Pawnee County,36.23,-96.56
32394,74035,Hominy,OK,Osage County,36.42,-96.39
32395,74036,Inola,OK,Rogers County,36.13,-95.53
32396,74037,Jenks,OK,Tulsa County,36.0,-95.97
32397,74038,Jennings,OK,Pawnee County,36.18,-96.56
32398,74039,Kellyville,OK,Creek County,35.94,-96.21
32399,74041,Kiefer,OK,Creek County,35.94,-96.05
32400,74042,Lenapah,OK,Nowata County,36.85,-95.63
32401,74043,Leonard,OK,Tulsa County,35.92,-95.8
32402,74044,Mannford,OK,Creek County,36.12,-96.32
32403,74045,Maramec,OK,Payne County,36.24,-96.68
32404,74046,Milfay,OK,Creek County,35.75,-96.57
32405,74047,Mounds,OK,Tulsa County,35.87,-96.05
32406,74048,Nowata,OK,Nowata County,36.69,-95.63
32407,74050,Oakhurst,OK,Creek County,36.07,-96.06
32408,74051,Ochelata,OK,Washington County,36.6,-95.98
32409,74052,Oilton,OK,Creek County,36.08,-96.58
32410,74053,Oologah,OK,Rogers County,36.44,-95.71
32411,74054,Osage,OK,Osage County,36.29,-96.41
32412,74055,Owasso,OK,Tulsa County,36.28,-95.83
32413,74056,Pawhuska,OK,Osage County,36.66,-96.33
32414,74058,Pawnee,OK,Pawnee County,36.33,-96.8
32415,74059,Perkins,OK,Payne County,35.97,-97.02
32416,74060,Prue,OK,Osage County,36.24,-96.26
32417,74061,Ramona,OK,Washington County,36.53,-95.92
32418,74062,Ripley,OK,Payne County,36.01,-96.9
32419,74063,Sand Springs,OK,Tulsa County,36.13,-96.13
32420,74066,Sapulpa,OK,Creek County,35.99,-96.09
32421,74067,Sapulpa,OK,Creek County,35.99,-96.09
32422,74068,Shamrock,OK,Creek County,35.91,-96.57
32423,74070,Skiatook,OK,Osage County,36.36,-96.03
32424,74071,Slick,OK,Creek County,35.77,-96.26
32425,74072,S Coffeyville,OK,Nowata County,36.99,-95.62
